employee_id,age,gender,years_at_company,job_role,monthly_income,work-life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
30504,59,Male,46,Education,4921,2,3,3,2,No,44,Bachelor’s Degree,Married,2,Entry,Large,107,No,No,No,3,2,Stayed
38173,23,Male,5,Healthcare,7495,4,2,3,2,Yes,28,Bachelor’s Degree,Single,4,Mid,Medium,81,No,No,No,3,1,Stayed
16195,45,Female,22,Technology,9255,2,4,4,1,No,52,Bachelor’s Degree,Single,1,Entry,Medium,88,No,No,Yes,3,2,Left
28357,40,Male,9,Media,6374,3,3,3,0,No,74,Bachelor’s Degree,Single,4,Mid,Medium,46,No,No,No,1,3,Left
49156,28,Female,3,Technology,8979,3,3,3,4,No,27,High School,Single,2,Senior,Large,72,Yes,No,No,1,2,Stayed
67616,54,Male,2,Healthcare,7543,4,4,3,2,Yes,94,Associate Degree,Married,0,Mid,Small,47,No,No,No,3,1,Left
53225,24,Male,1,Finance,9849,3,4,4,1,No,53,High School,Married,2,Mid,Medium,5,No,No,No,3,4,Left
21490,38,Male,15,Healthcare,8391,4,4,3,1,Yes,89,PhD,Married,0,Entry,Medium,74,Yes,No,No,3,4,Stayed
68571,47,Female,18,Healthcare,8269,4,1,2,1,Yes,35,High School,Married,5,Entry,Large,52,No,No,No,3,2,Left
43160,40,Male,12,Healthcare,7377,4,1,2,2,No,48,Master’s Degree,Married,1,Senior,Medium,90,No,No,No,3,2,Stayed
12213,24,Female,4,Education,4673,2,3,2,1,No,10,High School,Divorced,1,Mid,Medium,45,No,No,No,3,2,Left
60766,53,Male,12,Technology,12449,2,3,3,0,Yes,13,Bachelor’s Degree,Single,0,Mid,Small,88,No,No,Yes,1,3,Left
41088,43,Female,2,Media,5143,2,3,3,2,No,38,PhD,Single,0,Entry,Small,72,No,No,No,3,2,Stayed
28113,48,Female,24,Healthcare,9195,4,2,4,2,No,31,High School,Married,0,Mid,Medium,67,No,No,No,4,2,Stayed
13346,38,Male,30,Healthcare,8184,3,3,3,2,No,71,Associate Degree,Married,0,Senior,Medium,68,No,No,No,1,1,Stayed
6285,19,Male,6,Finance,8804,4,3,3,0,No,43,High School,Single,3,Entry,Medium,50,No,No,Yes,1,1,Left
35835,31,Female,7,Technology,10050,4,4,3,2,No,68,Master’s Degree,Married,3,Senior,Small,43,No,No,No,4,1,Stayed
39692,50,Female,5,Healthcare,9127,2,3,2,0,Yes,79,Associate Degree,Single,5,Entry,Small,24,No,No,No,3,2,Left
477,43,Male,33,Media,5687,2,3,1,1,Yes,78,Bachelor’s Degree,Married,1,Mid,Medium,69,No,No,No,3,2,Left
52882,47,Female,30,Healthcare,7851,2,4,2,0,No,34,Bachelor’s Degree,Single,0,Senior,Small,56,No,No,No,3,1,Left
57353,18,Male,2,Healthcare,9454,3,3,4,1,No,97,Bachelor’s Degree,Divorced,1,Entry,Medium,61,No,No,No,2,4,Left
5074,34,Female,5,Media,6375,4,3,3,1,No,10,Bachelor’s Degree,Divorced,1,Entry,Small,68,Yes,No,No,1,3,Stayed
5642,51,Female,30,Technology,7681,1,2,3,0,No,13,PhD,Married,0,Senior,Small,44,No,No,No,1,2,Left
73484,38,Female,10,Healthcare,7251,3,3,2,2,No,25,High School,Married,2,Mid,Medium,58,No,No,Yes,2,1,Left
48552,31,Female,8,Finance,10601,3,1,2,1,No,4,Master’s Degree,Single,0,Mid,Small,20,No,No,No,4,2,Left
6404,19,Male,9,Technology,7217,3,4,4,0,No,65,Associate Degree,Married,0,Mid,Medium,59,Yes,No,No,4,1,Stayed
51676,40,Female,17,Education,4833,4,2,2,3,No,8,Master’s Degree,Single,2,Entry,Large,20,No,No,Yes,3,1,Stayed
43529,26,Female,14,Education,3737,3,3,3,2,No,31,Master’s Degree,Divorced,0,Entry,Small,17,No,No,No,1,1,Left
1425,55,Female,16,Finance,6111,2,4,4,0,No,15,Associate Degree,Married,5,Mid,Medium,29,No,No,No,2,1,Left
18095,53,Female,40,Media,5975,4,3,3,0,No,43,High School,Married,1,Entry,Small,78,Yes,Yes,Yes,2,3,Stayed
24413,29,Male,12,Technology,9269,2,4,3,1,No,67,Bachelor’s Degree,Married,1,Entry,Small,87,No,No,Yes,3,2,Left
39061,29,Female,7,Healthcare,7376,4,2,3,2,Yes,20,Associate Degree,Married,4,Senior,Small,37,Yes,No,No,2,1,Stayed
20587,51,Male,2,Education,4667,3,3,3,0,No,37,Bachelor’s Degree,Married,1,Mid,Small,16,No,No,No,1,2,Stayed
38988,18,Male,2,Technology,9475,4,3,3,0,Yes,25,Associate Degree,Married,2,Entry,Large,14,No,No,No,2,3,Stayed
65535,48,Female,23,Healthcare,10071,3,2,4,0,No,48,Bachelor’s Degree,Married,2,Senior,Large,73,No,No,No,3,3,Stayed
36097,54,Male,10,Healthcare,8399,4,3,3,0,No,80,Bachelor’s Degree,Single,4,Mid,Large,86,Yes,No,Yes,1,2,Stayed
3048,37,Female,22,Healthcare,8718,2,4,4,1,Yes,81,Master’s Degree,Single,1,Senior,Medium,83,No,No,No,4,2,Left
12678,20,Male,2,Media,6146,4,3,3,0,Yes,47,Bachelor’s Degree,Married,4,Entry,Large,58,No,No,No,1,3,Stayed
2557,55,Male,40,Media,5761,4,3,4,0,Yes,21,Associate Degree,Divorced,2,Mid,Medium,52,No,No,No,1,2,Stayed
36299,28,Male,18,Finance,8738,3,3,3,0,Yes,39,Associate Degree,Married,5,Entry,Medium,62,No,Yes,No,3,1,Stayed
49318,52,Male,38,Media,6282,2,3,3,0,No,73,Bachelor’s Degree,Single,1,Mid,Medium,97,No,No,No,3,1,Stayed
6265,37,Female,27,Finance,10163,1,3,2,0,No,23,Bachelor’s Degree,Married,3,Entry,Large,39,No,No,No,3,3,Left
28809,32,Male,6,Media,5507,2,2,4,0,Yes,18,High School,Married,5,Mid,Medium,68,No,No,No,2,4,Stayed
20092,19,Male,9,Healthcare,9052,3,2,2,0,No,29,Master’s Degree,Single,4,Senior,Large,39,No,No,No,3,3,Stayed
38966,44,Male,35,Healthcare,7681,1,4,4,0,No,47,Master’s Degree,Single,3,Mid,Small,68,Yes,No,No,3,2,Left
58173,27,Male,13,Healthcare,8177,1,2,4,0,Yes,93,Bachelor’s Degree,Divorced,0,Entry,Medium,43,Yes,No,No,1,3,Left
44162,50,Male,12,Technology,7361,1,3,3,1,No,99,Associate Degree,Married,1,Entry,Medium,26,No,No,No,3,2,Left
12604,27,Female,12,Media,6101,3,3,3,0,No,27,Associate Degree,Divorced,0,Mid,Small,88,No,No,No,3,1,Stayed
5174,24,Female,9,Technology,7378,2,3,3,1,No,67,Associate Degree,Single,1,Entry,Small,81,No,No,Yes,4,2,Left
28939,49,Male,4,Technology,12871,3,3,3,1,No,87,High School,Married,3,Senior,Medium,37,No,No,Yes,1,1,Stayed
38084,27,Female,19,Education,4011,2,4,4,1,No,43,Bachelor’s Degree,Single,2,Entry,Medium,86,Yes,No,No,3,1,Left
41405,30,Female,2,Education,4386,2,4,4,2,Yes,81,High School,Married,0,Mid,Small,25,No,No,No,3,1,Left
39232,32,Male,5,Technology,11299,3,3,3,2,Yes,14,Master’s Degree,Married,3,Mid,Medium,39,No,No,No,3,3,Stayed
67413,18,Female,7,Education,5151,4,1,3,3,No,91,High School,Single,1,Mid,Medium,19,No,No,No,1,3,Left
69294,31,Female,14,Healthcare,7779,2,1,3,1,No,82,Associate Degree,Divorced,0,Mid,Small,55,No,No,No,4,3,Left
45890,55,Female,32,Media,5933,2,3,3,0,No,64,Associate Degree,Married,0,Mid,Large,99,No,No,Yes,3,1,Left
40250,47,Female,1,Education,5085,3,3,3,0,Yes,80,Bachelor’s Degree,Single,1,Senior,Large,64,No,No,Yes,3,1,Stayed
51042,28,Male,11,Healthcare,8620,2,3,3,1,Yes,26,Master’s Degree,Married,3,Mid,Medium,13,No,No,No,3,1,Stayed
7325,46,Female,18,Media,5758,2,4,4,0,No,98,Master’s Degree,Single,4,Senior,Large,75,No,No,No,3,2,Stayed
10094,53,Female,43,Media,5844,1,4,3,0,No,89,Bachelor’s Degree,Single,1,Mid,Medium,103,No,No,No,3,3,Left
8967,48,Female,28,Media,5414,4,4,4,0,No,12,Master’s Degree,Married,3,Entry,Medium,105,No,No,No,1,4,Left
26125,32,Female,2,Education,5023,4,3,1,0,No,23,Bachelor’s Degree,Married,1,Mid,Medium,73,Yes,No,No,3,1,Stayed
25404,29,Female,4,Media,5460,1,1,2,0,Yes,3,High School,Married,3,Senior,Small,76,No,No,No,3,4,Left
17498,46,Male,12,Healthcare,8588,4,3,2,2,No,47,Associate Degree,Divorced,1,Senior,Medium,38,No,No,Yes,1,3,Stayed
34108,49,Male,41,Technology,8658,3,3,3,0,No,11,Bachelor’s Degree,Married,5,Entry,Small,81,No,No,No,2,2,Left
25894,29,Male,10,Healthcare,8674,1,3,3,2,No,87,High School,Single,5,Entry,Medium,49,No,No,No,1,2,Left
47650,53,Female,7,Education,3872,3,3,4,0,Yes,52,High School,Single,3,Entry,Medium,31,Yes,No,No,2,1,Left
59494,58,Female,13,Finance,9428,4,3,3,0,Yes,30,Bachelor’s Degree,Married,1,Senior,Large,88,No,No,No,1,2,Left
37502,20,Female,12,Technology,9207,4,3,4,1,No,15,PhD,Single,1,Entry,Small,31,No,No,Yes,3,1,Stayed
47626,47,Female,33,Healthcare,9447,2,3,2,3,No,18,Associate Degree,Married,0,Senior,Medium,42,No,No,No,1,2,Stayed
33416,47,Female,18,Healthcare,7900,3,4,1,0,No,62,Associate Degree,Single,1,Mid,Medium,90,Yes,No,No,3,1,Left
23790,41,Male,14,Healthcare,8811,2,3,4,2,Yes,84,Associate Degree,Single,2,Senior,Medium,52,No,No,No,3,1,Stayed
39401,34,Male,26,Finance,9004,3,3,3,1,No,20,Associate Degree,Single,0,Senior,Small,47,No,No,No,1,1,Stayed
50077,52,Female,41,Media,5966,3,4,2,2,No,67,Associate Degree,Married,1,Mid,Large,67,No,No,No,3,1,Stayed
48257,31,Female,3,Healthcare,7870,3,1,2,2,Yes,43,Associate Degree,Married,4,Mid,Medium,20,No,No,Yes,3,1,Left
30627,53,Female,14,Finance,6890,4,3,3,1,Yes,14,Bachelor’s Degree,Divorced,1,Entry,Medium,63,No,No,No,2,2,Stayed
53274,33,Male,21,Healthcare,8226,3,3,3,0,Yes,43,Bachelor’s Degree,Married,0,Entry,Medium,94,No,No,Yes,3,2,Left
8778,21,Female,6,Education,5792,3,3,1,0,No,30,Associate Degree,Married,1,Senior,Medium,26,No,No,No,3,1,Stayed
38314,50,Male,16,Healthcare,8282,4,3,3,0,No,85,Associate Degree,Divorced,1,Entry,Medium,59,Yes,No,No,2,2,Left
65696,41,Male,2,Education,3542,3,3,3,0,No,87,Bachelor’s Degree,Single,1,Entry,Medium,56,Yes,No,No,3,2,Left
30018,51,Female,12,Technology,10798,1,2,3,1,No,46,Bachelor’s Degree,Married,1,Mid,Small,55,No,No,No,2,3,Stayed
49485,55,Female,19,Finance,5595,4,3,2,2,Yes,60,Bachelor’s Degree,Married,0,Senior,Medium,21,Yes,No,Yes,3,1,Stayed
45235,22,Male,12,Finance,7066,2,3,2,0,Yes,4,PhD,Married,2,Mid,Small,58,No,No,No,1,1,Stayed
28443,50,Male,36,Finance,5464,4,2,4,1,No,42,Associate Degree,Single,2,Mid,Large,106,No,No,Yes,3,2,Stayed
26487,54,Female,31,Media,5314,2,3,4,0,Yes,6,Master’s Degree,Married,0,Mid,Small,83,No,No,No,3,1,Stayed
68864,40,Female,9,Technology,12426,4,3,4,1,No,68,Bachelor’s Degree,Single,0,Senior,Small,78,Yes,No,No,1,2,Stayed
40222,35,Male,13,Technology,6964,2,4,4,0,No,9,Master’s Degree,Married,3,Entry,Medium,18,No,Yes,No,3,1,Left
40514,38,Male,1,Healthcare,8701,3,3,3,0,No,46,Bachelor’s Degree,Married,2,Senior,Medium,9,No,No,No,2,2,Stayed
44907,56,Female,41,Media,6205,2,1,3,2,No,45,Associate Degree,Married,1,Entry,Small,89,Yes,Yes,Yes,3,3,Left
20128,40,Female,23,Technology,10370,1,4,3,0,No,7,PhD,Married,1,Mid,Medium,38,No,No,No,3,1,Stayed
1642,48,Female,40,Technology,9738,2,2,4,0,No,87,Bachelor’s Degree,Married,3,Mid,Large,108,Yes,No,No,2,3,Left
68909,53,Male,23,Media,5671,3,4,3,0,No,24,Bachelor’s Degree,Divorced,3,Senior,Small,87,Yes,No,Yes,3,2,Stayed
68221,18,Male,7,Media,6074,3,1,3,0,Yes,27,Associate Degree,Married,5,Mid,Medium,67,Yes,Yes,No,4,3,Stayed
40172,31,Male,19,Finance,11103,2,4,4,0,Yes,54,Bachelor’s Degree,Divorced,0,Entry,Medium,24,Yes,No,Yes,3,1,Stayed
24567,59,Male,32,Healthcare,7668,1,4,3,1,Yes,1,Master’s Degree,Married,4,Senior,Small,39,No,No,Yes,2,3,Left
35885,59,Female,27,Technology,7745,2,4,1,0,Yes,49,Master’s Degree,Married,0,Entry,Small,89,No,No,No,3,1,Stayed
35822,18,Male,8,Healthcare,9012,1,3,4,1,No,86,Master’s Degree,Divorced,1,Senior,Small,34,No,No,No,3,1,Stayed
51505,40,Female,2,Finance,4955,4,3,4,0,No,3,Bachelor’s Degree,Single,0,Mid,Small,60,No,No,No,1,1,Left
31215,57,Male,26,Technology,8751,1,3,3,2,Yes,44,High School,Married,1,Entry,Medium,91,No,No,Yes,3,2,Left
54485,36,Female,5,Healthcare,8914,1,3,3,2,No,61,Bachelor’s Degree,Married,3,Senior,Medium,13,No,No,No,2,3,Left
73434,51,Female,5,Technology,8051,4,4,2,0,Yes,69,Bachelor’s Degree,Single,0,Mid,Medium,54,Yes,No,No,2,2,Left
57020,49,Male,32,Healthcare,8177,3,4,3,0,No,8,Associate Degree,Divorced,1,Entry,Medium,72,No,No,No,1,4,Stayed
43667,53,Male,39,Education,6144,3,3,2,0,No,6,High School,Married,3,Mid,Small,104,No,No,No,3,2,Stayed
20039,44,Male,28,Technology,7461,3,1,2,1,No,92,High School,Married,2,Entry,Medium,52,No,No,Yes,3,3,Left
757,20,Female,4,Healthcare,8298,3,3,3,1,Yes,6,Associate Degree,Married,4,Entry,Small,58,No,No,No,1,1,Left
71553,42,Female,11,Media,6107,1,4,3,0,No,74,Master’s Degree,Divorced,0,Entry,Medium,60,No,No,No,3,1,Left
53387,36,Female,10,Finance,7237,4,3,4,0,Yes,33,Associate Degree,Married,0,Senior,Large,14,No,No,No,3,3,Stayed
48086,57,Male,18,Healthcare,8747,1,1,3,0,No,81,Associate Degree,Married,0,Senior,Small,90,No,No,Yes,3,1,Stayed
40519,34,Female,7,Finance,6910,2,4,3,1,No,90,Bachelor’s Degree,Single,4,Senior,Large,29,No,No,No,1,3,Left
39937,39,Female,31,Healthcare,7941,3,3,3,1,Yes,55,Associate Degree,Divorced,1,Mid,Large,70,No,No,Yes,1,2,Left
9406,43,Female,13,Media,6404,1,4,3,0,Yes,86,Associate Degree,Married,3,Senior,Medium,17,No,No,No,2,2,Left
36050,38,Female,5,Finance,7506,3,3,1,2,No,10,Bachelor’s Degree,Single,4,Mid,Small,22,No,No,No,2,1,Stayed
53049,40,Female,3,Healthcare,9262,3,4,3,1,No,47,Bachelor’s Degree,Single,2,Senior,Small,64,Yes,No,No,3,3,Stayed
43560,49,Male,36,Technology,6869,4,3,2,0,No,69,High School,Single,1,Mid,Small,51,No,No,No,3,2,Stayed
63365,50,Female,22,Education,4950,3,2,3,1,No,28,High School,Divorced,0,Mid,Large,39,No,No,No,3,3,Stayed
53996,31,Female,18,Education,4292,2,3,3,3,No,81,High School,Married,4,Entry,Small,97,No,Yes,No,4,2,Left
32905,55,Male,12,Finance,10533,1,3,3,2,No,49,High School,Married,2,Mid,Small,79,Yes,No,No,3,1,Stayed
43814,23,Male,9,Education,5524,2,2,3,1,No,56,Associate Degree,Married,2,Entry,Small,52,Yes,No,No,3,2,Left
54057,26,Female,10,Media,5834,3,4,3,0,Yes,74,High School,Married,4,Mid,Large,64,Yes,No,No,2,2,Stayed
42252,21,Female,4,Healthcare,8663,2,3,4,1,No,23,Bachelor’s Degree,Married,3,Entry,Medium,80,No,No,No,1,2,Left
48647,45,Female,25,Technology,8951,4,2,3,0,No,80,Bachelor’s Degree,Divorced,3,Mid,Large,77,No,No,No,1,1,Left
16752,38,Male,17,Healthcare,8808,3,2,2,2,No,58,Bachelor’s Degree,Married,0,Mid,Medium,52,Yes,No,No,1,1,Stayed
45479,58,Male,28,Finance,7030,1,3,3,0,No,11,Bachelor’s Degree,Single,1,Mid,Small,63,No,No,No,3,2,Left
8558,18,Female,1,Education,5145,1,3,3,0,Yes,96,Master’s Degree,Married,5,Entry,Small,80,No,No,No,1,3,Left
45555,20,Female,8,Technology,8715,2,3,4,2,Yes,26,Bachelor’s Degree,Single,1,Entry,Medium,81,No,No,No,3,3,Left
52719,53,Male,30,Media,6650,3,2,3,0,No,76,Master’s Degree,Married,0,Mid,Medium,47,No,No,Yes,3,1,Stayed
26829,42,Female,28,Finance,8069,3,3,4,0,Yes,68,Bachelor’s Degree,Married,4,Entry,Medium,87,No,No,No,3,1,Left
4362,47,Female,31,Finance,8444,2,3,2,0,Yes,70,Bachelor’s Degree,Single,2,Entry,Small,102,No,No,Yes,3,2,Left
68309,43,Female,24,Technology,8897,3,3,3,3,No,10,PhD,Single,3,Mid,Small,38,No,No,No,2,1,Stayed
29644,54,Male,2,Technology,9296,1,3,3,1,No,89,High School,Single,0,Entry,Medium,11,No,Yes,No,2,2,Left
41595,28,Male,19,Media,6346,4,4,3,0,Yes,28,Master’s Degree,Married,2,Mid,Medium,23,Yes,No,No,1,3,Stayed
29523,38,Male,26,Finance,10047,2,1,3,3,No,69,Bachelor’s Degree,Married,1,Entry,Medium,67,No,No,No,4,2,Left
64523,45,Female,10,Media,5514,3,4,3,0,No,3,High School,Single,0,Entry,Medium,85,No,No,No,1,1,Left
33463,58,Female,42,Finance,8814,3,2,3,0,No,17,Bachelor’s Degree,Married,2,Mid,Medium,85,Yes,No,No,3,4,Stayed
3133,21,Male,12,Healthcare,7720,1,4,2,2,No,27,PhD,Single,0,Mid,Small,81,No,No,No,3,1,Left
66950,38,Female,23,Finance,8466,1,2,3,1,No,49,Bachelor’s Degree,Married,6,Mid,Medium,70,Yes,No,No,1,3,Stayed
17279,47,Male,22,Finance,9793,3,3,2,0,Yes,31,Bachelor’s Degree,Married,1,Entry,Medium,62,No,No,Yes,3,2,Left
25345,34,Male,20,Healthcare,6935,1,4,3,0,No,22,High School,Married,1,Mid,Large,60,No,No,No,2,1,Stayed
59416,28,Male,14,Media,5967,3,3,2,0,No,18,Associate Degree,Married,2,Mid,Large,16,Yes,No,No,3,2,Stayed
32483,24,Female,8,Technology,8555,3,3,3,2,No,13,Bachelor’s Degree,Single,0,Senior,Medium,61,No,No,No,4,4,Stayed
8399,45,Female,18,Technology,8765,3,4,3,1,No,62,Bachelor’s Degree,Divorced,0,Mid,Medium,92,No,No,No,2,1,Stayed
46508,50,Female,10,Finance,8591,1,3,3,0,No,84,Master’s Degree,Divorced,4,Senior,Small,43,No,No,No,3,2,Stayed
23869,52,Female,21,Media,5804,3,3,4,2,Yes,32,Bachelor’s Degree,Married,0,Mid,Small,46,No,No,Yes,3,2,Stayed
47857,53,Male,11,Education,2815,4,2,4,0,No,25,Master’s Degree,Single,4,Entry,Small,22,No,No,No,3,2,Left
30141,57,Male,47,Healthcare,9442,2,4,3,2,No,52,High School,Divorced,3,Entry,Medium,84,No,No,No,1,2,Left
23797,41,Male,25,Technology,9918,4,1,3,2,Yes,1,High School,Divorced,1,Mid,Large,92,No,No,No,3,1,Stayed
66019,22,Male,10,Technology,7070,4,3,3,2,Yes,50,Associate Degree,Single,0,Mid,Medium,38,No,No,No,1,1,Stayed
63470,43,Male,9,Technology,9260,3,2,3,0,No,50,Associate Degree,Divorced,2,Entry,Medium,37,No,No,No,3,1,Stayed
41842,34,Female,16,Technology,10392,3,3,4,0,No,18,Bachelor’s Degree,Single,3,Mid,Medium,88,No,No,No,3,3,Stayed
47195,57,Female,26,Media,6171,3,1,3,0,No,94,Associate Degree,Single,1,Mid,Large,72,No,No,Yes,3,2,Stayed
35346,32,Female,6,Technology,9816,3,2,2,2,No,42,Bachelor’s Degree,Single,0,Senior,Small,25,No,Yes,Yes,1,1,Left
27137,53,Male,22,Finance,10468,2,1,3,1,Yes,80,Associate Degree,Married,0,Senior,Medium,46,No,No,Yes,3,1,Stayed
47381,59,Female,32,Education,4910,2,3,1,1,Yes,28,Associate Degree,Married,5,Entry,Large,111,No,No,No,2,1,Left
64869,54,Female,7,Finance,7550,3,4,4,0,No,69,Master’s Degree,Single,0,Mid,Small,10,No,No,No,3,1,Left
7992,40,Male,5,Education,5630,4,3,3,0,No,61,Bachelor’s Degree,Single,1,Entry,Small,12,No,No,No,4,1,Left
46347,32,Female,5,Media,5761,4,3,2,0,No,83,Associate Degree,Married,1,Entry,Small,46,Yes,No,Yes,3,2,Left
41267,51,Female,38,Healthcare,8505,3,3,4,2,Yes,79,Associate Degree,Divorced,0,Entry,Medium,48,Yes,No,No,1,2,Left
9024,52,Female,31,Finance,7287,2,3,3,0,No,83,High School,Single,1,Mid,Medium,100,No,No,No,4,3,Stayed
45056,22,Female,2,Technology,7736,3,3,3,0,No,65,Master’s Degree,Married,0,Entry,Small,41,No,No,No,4,1,Left
27309,39,Male,24,Education,2924,4,2,3,1,Yes,31,High School,Married,2,Mid,Medium,30,No,No,No,2,2,Stayed
17584,39,Male,21,Technology,9125,1,1,3,0,Yes,98,Associate Degree,Single,0,Mid,Medium,50,No,No,No,1,2,Left
57470,46,Male,2,Media,5823,3,2,4,4,Yes,77,Master’s Degree,Married,5,Senior,Medium,60,No,No,No,1,3,Stayed
14244,29,Male,17,Education,3706,3,1,3,0,No,70,High School,Single,0,Mid,Small,60,Yes,No,No,2,1,Stayed
8356,59,Male,6,Technology,9568,2,2,1,0,No,79,Associate Degree,Married,1,Mid,Small,41,Yes,No,No,3,1,Stayed
22513,52,Male,43,Technology,8974,3,3,4,2,No,62,Bachelor’s Degree,Married,0,Mid,Medium,82,No,No,Yes,1,2,Stayed
33516,48,Male,30,Technology,7696,4,4,1,1,No,97,Associate Degree,Divorced,4,Entry,Medium,109,No,No,No,1,1,Left
42389,55,Female,29,Technology,7207,4,3,3,0,No,54,Bachelor’s Degree,Married,1,Mid,Medium,55,No,No,No,3,2,Stayed
3212,35,Female,4,Media,6271,2,3,3,2,No,11,High School,Single,0,Entry,Medium,76,No,No,No,3,1,Left
59531,33,Female,23,Media,6379,2,3,2,0,No,40,Bachelor’s Degree,Single,2,Entry,Medium,39,No,No,No,2,3,Left
23414,46,Female,2,Education,5691,2,1,3,2,No,15,Associate Degree,Single,1,Entry,Medium,68,No,No,No,3,3,Left
16829,35,Female,18,Finance,11482,3,3,3,0,No,79,Associate Degree,Single,2,Mid,Small,19,No,No,No,3,3,Left
15001,34,Male,3,Healthcare,8419,2,3,3,0,Yes,13,Associate Degree,Single,4,Mid,Large,35,No,No,Yes,3,2,Left
2993,43,Male,5,Finance,9927,3,4,2,0,No,75,Associate Degree,Married,3,Senior,Medium,72,No,No,No,3,3,Stayed
60860,54,Female,18,Education,4710,1,4,3,1,No,30,Associate Degree,Single,5,Senior,Medium,24,Yes,No,No,3,1,Left
73382,37,Male,14,Finance,10459,3,2,1,0,Yes,4,High School,Divorced,1,Entry,Small,92,No,No,No,2,3,Left
28815,41,Female,28,Healthcare,7790,3,4,3,1,No,8,High School,Married,1,Entry,Large,87,No,No,No,1,1,Left
63453,31,Male,16,Education,5295,1,3,4,3,No,33,Master’s Degree,Married,0,Entry,Medium,87,No,No,Yes,2,3,Stayed
46056,59,Female,8,Finance,6883,2,3,3,0,No,30,Bachelor’s Degree,Married,1,Mid,Small,74,No,No,Yes,3,2,Stayed
47945,48,Male,12,Healthcare,7006,3,4,2,0,Yes,49,High School,Divorced,0,Entry,Small,83,No,No,No,2,2,Left
64509,20,Male,5,Media,6257,4,4,3,2,No,85,High School,Divorced,3,Entry,Small,72,No,No,No,3,3,Stayed
70902,58,Male,16,Healthcare,8835,4,4,4,0,No,87,Bachelor’s Degree,Married,5,Mid,Large,89,Yes,No,No,3,4,Stayed
1414,26,Female,8,Finance,8675,1,4,3,3,No,27,Master’s Degree,Single,0,Senior,Large,47,No,No,No,4,2,Left
37767,36,Male,22,Education,3504,3,2,3,0,No,37,PhD,Single,3,Mid,Medium,31,Yes,No,No,3,1,Stayed
6176,59,Male,35,Finance,9124,2,4,2,1,No,64,Associate Degree,Married,0,Entry,Small,80,Yes,No,No,2,1,Left
8064,19,Female,11,Technology,10510,2,4,4,0,No,28,Master’s Degree,Single,4,Entry,Large,63,No,No,No,3,1,Left
13109,25,Female,10,Media,6149,1,2,2,0,No,2,High School,Married,1,Entry,Large,64,No,No,No,3,2,Left
34098,44,Female,30,Healthcare,9401,2,3,3,0,Yes,32,Associate Degree,Married,4,Entry,Medium,49,No,Yes,Yes,1,1,Left
40852,39,Female,25,Healthcare,7407,4,3,2,2,Yes,74,High School,Single,1,Mid,Large,28,No,No,No,4,1,Left
67210,37,Male,24,Media,5988,3,1,4,2,No,16,Master’s Degree,Married,4,Entry,Small,66,No,No,Yes,3,3,Stayed
54237,24,Female,10,Education,4726,3,1,3,2,No,60,Associate Degree,Married,1,Entry,Medium,16,No,No,No,3,1,Stayed
22887,27,Male,4,Education,5206,1,3,3,1,Yes,83,Associate Degree,Married,1,Entry,Small,15,No,No,No,3,1,Left
71100,45,Male,25,Media,5851,3,3,2,0,Yes,69,Bachelor’s Degree,Single,2,Senior,Medium,71,Yes,No,No,1,1,Stayed
4664,24,Female,12,Media,6408,1,2,3,0,No,13,Associate Degree,Single,3,Senior,Small,22,No,No,No,3,2,Stayed
61914,25,Male,4,Media,6520,4,3,3,0,No,64,Bachelor’s Degree,Single,2,Senior,Medium,66,Yes,No,No,3,1,Stayed
44270,27,Female,19,Technology,8939,3,3,4,2,Yes,6,Bachelor’s Degree,Married,3,Senior,Large,49,No,No,Yes,1,3,Stayed
29187,39,Male,16,Media,6977,1,2,3,2,No,14,Bachelor’s Degree,Married,3,Senior,Small,67,No,No,No,3,1,Stayed
47380,25,Male,7,Education,4735,2,4,2,0,Yes,76,Associate Degree,Divorced,5,Senior,Large,20,No,No,No,2,2,Stayed
68925,51,Female,23,Finance,10452,1,2,3,0,No,78,Master’s Degree,Married,4,Mid,Medium,53,No,No,No,2,3,Stayed
54876,41,Female,25,Education,3913,3,2,3,3,No,5,Bachelor’s Degree,Divorced,3,Senior,Large,40,No,No,Yes,1,1,Stayed
73604,56,Female,33,Technology,8542,4,3,3,0,No,22,Associate Degree,Divorced,2,Mid,Large,88,No,No,No,1,3,Stayed
74055,33,Female,20,Finance,9141,1,3,3,1,No,79,Bachelor’s Degree,Married,1,Senior,Small,77,No,No,No,3,1,Stayed
29160,33,Male,19,Technology,9385,2,3,2,2,No,94,Associate Degree,Married,2,Senior,Small,64,Yes,No,No,3,3,Stayed
27513,46,Male,6,Technology,10547,2,3,4,0,No,8,PhD,Single,4,Senior,Medium,54,No,No,No,1,2,Stayed
12268,30,Female,4,Education,3899,1,3,3,1,No,40,High School,Divorced,0,Mid,Medium,18,No,No,No,2,3,Left
52753,55,Male,20,Technology,9456,2,1,2,2,No,29,Bachelor’s Degree,Married,1,Senior,Medium,73,No,No,Yes,3,1,Stayed
447,19,Male,5,Finance,9460,1,2,3,0,No,16,Associate Degree,Married,5,Entry,Large,53,No,No,No,3,1,Stayed
